"","postcode","locality","state","lat","long","frequency","Population"
"1","2007","BROADWAY","NSW",-33.883189,151.19665,4,7111
"2","2007","ULTIMO","NSW",-33.883189,151.19665,4,7111
"3","2008","DARLINGTON","NSW",-33.891146,151.193858,2,6296
"4","2008","CHIPPENDALE","NSW",-33.891146,151.193858,2,6296
"5","2008","GOLDEN GROVE","NSW",-33.891146,151.193858,2,6296
"6","2010","TAYLOR SQUARE","NSW",-33.884119,151.212262,2,25404
"7","2010","DARLINGHURST","NSW",-33.884119,151.212262,2,25404
"8","2010","SURRY HILLS","NSW",-33.884119,151.212262,2,25404
"9","2011","WOOLLOOMOOLOO","NSW",-33.873599,151.221626,4,18040
"10","2011","POTTS POINT","NSW",-33.873599,151.221626,4,18040
"11","2011","HMAS KUTTABUL","NSW",-33.873599,151.221626,4,18040
"12","2011","RUSHCUTTERS BAY","NSW",-33.873599,151.221626,4,18040
"13","2011","KINGS CROSS","NSW",-33.873599,151.221626,4,18040
"14","2011","ELIZABETH BAY","NSW",-33.873599,151.221626,4,18040
"15","2017","WATERLOO","NSW",-33.903892,151.206316,2,14469
"16","2017","WATERLOO DC","NSW",0,0,2,14469
"17","2017","ZETLAND","NSW",-33.903892,151.206316,2,14469
"18","2024","WAVERLEY","NSW",-33.904414,151.259392,2,11078
"19","2024","BRONTE","NSW",-33.904414,151.259392,2,11078
"20","2024","CHARING CROSS","NSW",-33.904414,151.259392,2,11078
"21","2026","BONDI BEACH","NSW",-33.891041,151.268968,2,30396
"22","2026","BONDI","NSW",-33.891041,151.268968,2,30396
"23","2026","NORTH BONDI","NSW",-33.891041,151.268968,2,30396
"24","2026","BEN BUCKLER","NSW",-33.891041,151.268968,2,30396
"25","2026","TAMARAMA","NSW",-33.891041,151.268968,2,30396
"26","2029","ROSE BAY","NSW",-33.875709,151.266989,2,9400
"27","2031","CLOVELLY","NSW",-33.914832,151.239167,2,32321
"28","2031","ST PAULS","NSW",-33.914832,151.239167,2,32321
"29","2031","RANDWICK DC","NSW",0,0,2,32321
"30","2031","RANDWICK","NSW",-33.914832,151.239167,2,32321
"31","2031","CLOVELLY WEST","NSW",-33.914832,151.239167,2,32321
"32","2035","MAROUBRA SOUTH","NSW",-33.945635,151.241292,1,33234
"33","2035","PAGEWOOD","NSW",-33.945635,151.241292,1,33234
"34","2035","MAROUBRA","NSW",-33.945635,151.241292,1,33234
"35","2036","MATRAVILLE","NSW",-33.969624,151.237844,2,26896
"36","2036","EASTGARDENS","NSW",-33.969624,151.237844,2,26896
"37","2036","PHILLIP BAY","NSW",-33.969624,151.237844,2,26896
"38","2036","CHIFLEY","NSW",-33.969624,151.237844,2,26896
"39","2036","LITTLE BAY","NSW",-33.969624,151.237844,2,26896
"40","2036","HILLSDALE","NSW",-33.969624,151.237844,2,26896
"41","2036","MALABAR","NSW",-33.969624,151.237844,2,26896
"42","2036","LA PEROUSE","NSW",-33.969624,151.237844,2,26896
"43","2036","PORT BOTANY","NSW",-33.969624,151.237844,2,26896
"44","2037","GLEBE","NSW",-33.880179,151.184458,1,13842
"45","2037","FOREST LODGE","NSW",-33.880179,151.184458,1,13842
"46","2039","ROZELLE","NSW",-33.867187,151.171915,2,7922
"47","2040","LILYFIELD","NSW",-33.878774,151.156819,2,20861
"48","2040","LEICHHARDT","NSW",-33.878774,151.156819,2,20861
"49","2041","BIRCHGROVE","NSW",-33.858556,151.180095,2,14753
"50","2041","BALMAIN","NSW",-33.858556,151.180095,2,14753
"51","2041","BALMAIN EAST","NSW",-33.858556,151.180095,2,14753
"52","2042","NEWTOWN","NSW",-33.900649,151.175354,4,17720
"53","2042","ENMORE","NSW",-33.900649,151.175354,4,17720
"54","2044","SYDENHAM","NSW",-33.920698,151.17074,2,7192
"55","2044","ST PETERS DC","NSW",0,0,2,7192
"56","2044","TEMPE","NSW",-33.920698,151.17074,2,7192
"57","2044","ST PETERS","NSW",-33.920698,151.17074,2,7192
"58","2048","STANMORE","NSW",-33.89418,151.16564,4,7701
"59","2048","WESTGATE","NSW",-33.89418,151.16564,4,7701
"60","2049","LEWISHAM","NSW",-33.897219,151.15085,2,10455
"61","2049","PETERSHAM NORTH","NSW",-33.897219,151.15085,2,10455
"62","2049","PETERSHAM","NSW",-33.897219,151.15085,2,10455
"63","2062","CAMMERAY","NSW",-33.822837,151.21246,2,6782
"64","2063","NORTHBRIDGE","NSW",-33.812636,151.214797,2,5931
"65","2064","ARTARMON","NSW",-33.813209,151.183801,2,8641
"66","2065","GREENWICH","NSW",-33.828361,151.192212,2,27175
"67","2065","WOLLSTONECRAFT","NSW",-33.828361,151.192212,2,27175
"68","2065","CROWS NEST","NSW",-33.828361,151.192212,2,27175
"69","2065","ST LEONARDS","NSW",-33.828361,151.192212,2,27175
"70","2065","NAREMBURN","NSW",-33.828361,151.192212,2,27175
"71","2065","ROYAL NORTH SHORE HOSPITAL","NSW",-33.828361,151.192212,2,27175
"72","2065","CROWS NEST DC","NSW",0,0,2,27175
"73","2065","GORE HILL","NSW",-33.828361,151.192212,2,27175
"74","2067","CHATSWOOD","NSW",-33.798378,151.17711,2,22621
"75","2067","CHATSWOOD WEST","NSW",-33.798378,151.17711,2,22621
"76","2070","LINDFIELD","NSW",-33.78042,151.162007,2,12277
"77","2070","LINDFIELD WEST","NSW",-33.78042,151.162007,2,12277
"78","2070","EAST LINDFIELD","NSW",-33.78042,151.162007,2,12277
"79","2072","GORDON","NSW",-33.754582,151.153176,2,6593
"80","2075","NORTH ST IVES","NSW",-33.723693,151.16729,2,18644
"81","2075","ST IVES","NSW",-33.723693,151.16729,2,18644
"82","2075","ST IVES CHASE","NSW",-33.723693,151.16729,2,18644
"83","2076","NORTH WAHROONGA","NSW",-33.6977144,151.1311234,2,23776
"84","2076","NORMANHURST","NSW",-33.723263,151.108249,2,23776
"85","2076","WAHROONGA","NSW",-33.723263,151.108249,2,23776
"86","2077","WAITARA","NSW",-33.691922,151.097508,2,34898
"87","2077","HORNSBY","NSW",-33.691922,151.097508,2,34898
"88","2077","ASQUITH","NSW",-33.691922,151.097508,2,34898
"89","2077","HORNSBY HEIGHTS","NSW",-33.691922,151.097508,2,34898
"90","2085","BELROSE WEST","NSW",-33.728782,151.211719,2,10707
"91","2085","DAVIDSON","NSW",-33.728782,151.211719,2,10707
"92","2085","BELROSE","NSW",-33.728782,151.211719,2,10707
"93","2086","FRENCHS FOREST","NSW",-33.75185,151.229211,2,13192
"94","2086","FRENCHS FOREST EAST","NSW",-33.75185,151.229211,2,13192
"95","2087","FORESTVILLE","NSW",-33.766093,151.210531,2,12290
"96","2087","KILLARNEY HEIGHTS","NSW",-33.766093,151.210531,2,12290
"97","2088","MOSMAN","NSW",-33.830687,151.243351,2,27452
"98","2088","SPIT JUNCTION","NSW",-33.830687,151.243351,2,27452
"99","2090","CREMORNE POINT","NSW",-33.828949,151.223094,2,13023
"100","2090","CREMORNE","NSW",-33.828949,151.223094,2,13023
"101","2090","CREMORNE JUNCTION","NSW",-33.828949,151.223094,2,13023
"102","2094","FAIRLIGHT","NSW",-33.795227,151.273242,2,5491
"103","2096","FRESHWATER","NSW",-33.77509122,151.2849046,4,13875
"104","2096","HARBORD","NSW",-33.776781,151.28494,4,13875
"105","2096","QUEENSCLIFF","NSW",-33.776781,151.28494,4,13875
"106","2096","CURL CURL","NSW",-33.776781,151.28494,4,13875
"107","2097","COLLAROY","NSW",-33.739577,151.297895,4,14388
"108","2097","COLLAROY PLATEAU WEST","NSW",-33.739577,151.297895,4,14388
"109","2097","COLLAROY BEACH","NSW",-33.739577,151.297895,4,14388
"110","2097","COLLAROY PLATEAU","NSW",-33.73032061,151.2907075,4,14388
"111","2097","WHEELER HEIGHTS","NSW",-33.739577,151.297895,4,14388
"112","2097","LONG REEF","NSW",-33.739577,151.297895,4,14388
"113","2099","NARRAWEENA","NSW",-33.748914,151.279999,1,36685
"114","2099","CROMER","NSW",-33.748914,151.279999,1,36685
"115","2099","CROMER HEIGHTS","NSW",-33.748914,151.279999,1,36685
"116","2099","NORTH CURL CURL","NSW",-33.748914,151.279999,1,36685
"117","2099","DEE WHY","NSW",-33.748914,151.279999,1,36685
"118","2099","WINGALA","NSW",-33.748914,151.279999,1,36685
"119","2099","DEE WHY BEACH","NSW",-33.748914,151.279999,1,36685
"120","2100","BEACON HILL","NSW",-33.766409,151.257781,2,19445
"121","2100","OXFORD FALLS","NSW",-33.766409,151.257781,2,19445
"122","2100","WARRINGAH MALL","NSW",-33.766409,151.257781,2,19445
"123","2100","ALLAMBIE","NSW",-33.766409,151.257781,2,19445
"124","2100","NORTH MANLY","NSW",-33.766409,151.257781,2,19445
"125","2100","BROOKVALE","NSW",-33.766409,151.257781,2,19445
"126","2100","ALLAMBIE HEIGHTS","NSW",-33.766409,151.257781,2,19445
"127","2101","NARRABEEN","NSW",-33.707117,151.27114,8,17980
"128","2101","ELANORA HEIGHTS","NSW",-33.707117,151.27114,8,17980
"129","2101","NORTH NARRABEEN","NSW",-33.707117,151.27114,8,17980
"130","2101","INGLESIDE","NSW",-33.707117,151.27114,8,17980
"131","2101","NARRABEEN PENINSULA","NSW",-33.707117,151.27114,8,17980
"132","2111","TENNYSON POINT","NSW",-33.829953,151.124488,2,13424
"133","2111","GLADESVILLE","NSW",-33.829953,151.124488,2,13424
"134","2111","HUNTLEYS POINT","NSW",-33.829953,151.124488,2,13424
"135","2111","HENLEY","NSW",-33.829953,151.124488,2,13424
"136","2111","MONASH PARK","NSW",-33.829953,151.124488,2,13424
"137","2111","HUNTLEYS COVE","NSW",-33.829953,151.124488,2,13424
"138","2111","BORONIA PARK","NSW",-33.829953,151.124488,2,13424
"139","2112","RYDE","NSW",-33.81658,151.108447,4,27771
"140","2112","PUTNEY","NSW",-33.81658,151.108447,4,27771
"141","2112","DENISTONE EAST","NSW",-33.81658,151.108447,4,27771
"142","2118","KINGSDENE","NSW",-33.775596,151.043518,4,21570
"143","2118","CARLINGFORD COURT","NSW",-33.775596,151.043518,4,21570
"144","2118","CARLINGFORD NORTH","NSW",-33.775596,151.043518,4,21570
"145","2118","CARLINGFORD","NSW",-33.775596,151.043518,4,21570
"146","2120","WESTLEIGH","NSW",-33.731105,151.07359,2,19626
"147","2120","THORNLEIGH","NSW",-33.731105,151.07359,2,19626
"148","2120","PENNANT HILLS","NSW",-33.731105,151.07359,2,19626
"149","2121","EPPING","NSW",-33.774145,151.079919,4,24617
"150","2121","NORTH EPPING","NSW",-33.774145,151.079919,4,24617
"151","2126","CHERRYBROOK","NSW",-33.724898,151.043941,3,18779
"152","2130","SUMMER HILL","NSW",-33.892783,151.135883,1,6588
"153","2131","ASHFIELD","NSW",-33.887602,151.124008,2,22190
"154","2135","STRATHFIELD","NSW",-33.881009,151.084759,2,23097
"155","2141","BERALA","NSW",-33.872483,151.044768,4,25479
"156","2141","ROOKWOOD","NSW",-33.872483,151.044768,4,25479
"157","2141","LIDCOMBE NORTH","NSW",-33.872483,151.044768,4,25479
"158","2141","LIDCOMBE","NSW",-33.872483,151.044768,4,25479
"159","2146","TOONGABBIE","NSW",-33.789374,150.959508,2,15684
"160","2146","OLD TOONGABBIE","NSW",-33.789374,150.959508,2,15684
"161","2146","TOONGABBIE EAST","NSW",-33.789374,150.959508,2,15684
"162","2147","SEVEN HILLS WEST","NSW",-33.766075,150.935836,2,35074
"163","2147","SEVEN HILLS","NSW",-33.766075,150.935836,2,35074
"164","2147","LALOR PARK","NSW",-33.766075,150.935836,2,35074
"165","2147","KINGS LANGLEY","NSW",-33.766075,150.935836,2,35074
"166","2148","MARAYONG","NSW",-33.783751,150.900547,6,58671
"167","2148","BLACKTOWN","NSW",-33.783751,150.900547,6,58671
"168","2148","ARNDELL PARK","NSW",-33.783751,150.900547,6,58671
"169","2148","HUNTINGWOOD","NSW",-33.783751,150.900547,6,58671
"170","2148","PROSPECT","NSW",-33.783751,150.900547,6,58671
"171","2148","BLACKTOWN WESTPOINT","NSW",-33.783751,150.900547,6,58671
"172","2148","KINGS PARK","NSW",-33.783751,150.900547,6,58671
"173","2152","NORTHMEAD","NSW",-33.782501,150.996388,2,10224
"174","2153","BELLA VISTA","NSW",-33.731651,150.955942,3,52452
"175","2153","CRESTWOOD","NSW",-33.731651,150.955942,3,52452
"176","2153","WINSTON HILLS","NSW",-33.731651,150.955942,3,52452
"177","2153","BAULKHAM HILLS","NSW",-33.731651,150.955942,3,52452
"178","2154","CASTLE HILL","NSW",-33.73238,151.000948,4,37914
"179","2156","ANNANGROVE","NSW",-33.656984,150.974528,2,12347
"180","2156","GLENHAVEN","NSW",-33.656984,150.974528,2,12347
"181","2156","KENTHURST","NSW",-33.656984,150.974528,2,12347
"182","2163","CARRAMAR","NSW",-33.887203,150.979458,2,8753
"183","2163","VILLAWOOD","NSW",-33.887203,150.979458,2,8753
"184","2163","LANSDOWNE","NSW",-33.887203,150.979458,2,8753
"185","2168","MILLER","NSW",-33.915939,150.875345,2,41911
"186","2168","CARTWRIGHT","NSW",-33.915939,150.875345,2,41911
"187","2168","HECKENBERG","NSW",-33.915939,150.875345,2,41911
"188","2168","HINCHINBROOK","NSW",-33.915939,150.875345,2,41911
"189","2168","BUSBY","NSW",-33.915939,150.875345,2,41911
"190","2168","ASHCROFT","NSW",-33.915939,150.875345,2,41911
"191","2168","SADLEIR","NSW",-33.915939,150.875345,2,41911
"192","2168","GREEN VALLEY","NSW",-33.915939,150.875345,2,41911
"193","2170","LIVERPOOL","NSW",-33.928392,150.921448,10,95044
"194","2170","HAMMONDVILLE","NSW",-33.928392,150.921448,10,95044
"195","2170","MOUNT PRITCHARD","NSW",-33.928392,150.921448,10,95044
"196","2170","CASULA MALL","NSW",-33.928392,150.921448,10,95044
"197","2170","CHIPPING NORTON","NSW",-33.928392,150.921448,10,95044
"198","2170","WARWICK FARM","NSW",-33.928392,150.921448,10,95044
"199","2170","PRESTONS","NSW",-33.928392,150.921448,10,95044
"200","2170","LIVERPOOL SOUTH","NSW",-33.928392,150.921448,10,95044
"201","2170","LURNEA","NSW",-33.928392,150.921448,10,95044
"202","2170","MOOREBANK","NSW",-33.928392,150.921448,10,95044
"203","2170","CASULA","NSW",-33.928392,150.921448,10,95044
"204","2170","LIVERPOOL WESTFIELD","NSW",-33.928392,150.921448,10,95044
"205","2173","HOLSWORTHY","NSW",-34.074239,150.919554,2,13256
"206","2173","WATTLE GROVE","NSW",-34.074239,150.919554,2,13256
"207","2192","BELMORE","NSW",-33.921018,151.089663,2,12575
"208","2193","ASHBURY","NSW",-33.910308,151.12086,4,13988
"209","2193","CANTERBURY","NSW",-33.910308,151.12086,4,13988
"210","2193","HURLSTONE PARK","NSW",-33.910308,151.12086,4,13988
"211","2197","BASS HILL","NSW",-33.901198,150.998155,2,8175
"212","2200","BANKSTOWN AIRPORT","NSW",-33.926559,151.014937,4,40612
"213","2200","BANKSTOWN AERODROME","NSW",-33.9226153,150.9886638,4,40612
"214","2200","MOUNT LEWIS","NSW",-33.926559,151.014937,4,40612
"215","2200","CONDELL PARK","NSW",-33.926559,151.014937,4,40612
"216","2200","BANKSTOWN","NSW",-33.926559,151.014937,4,40612
"217","2200","MANAHAN","NSW",-33.926559,151.014937,4,40612
"218","2200","BANKSTOWN NORTH","NSW",-33.926559,151.014937,4,40612
"219","2200","BANKSTOWN SQUARE","NSW",-33.926559,151.014937,4,40612
"220","2203","DULWICH HILL","NSW",-33.90441,151.138999,4,12979
"221","2206","CLEMTON PARK","NSW",-33.926056,151.122881,2,18318
"222","2206","UNDERCLIFFE","NSW",-33.926056,151.122881,2,18318
"223","2206","EARLWOOD","NSW",-33.926056,151.122881,2,18318
"224","2210","LUGARNO","NSW",-33.957725,151.052257,4,28012
"225","2210","PEAKHURST DC","NSW",0,0,4,28012
"226","2210","RIVERWOOD","NSW",-33.957725,151.052257,4,28012
"227","2210","PEAKHURST","NSW",-33.957725,151.052257,4,28012
"228","2210","PEAKHURST HEIGHTS","NSW",-33.957725,151.052257,4,28012
"229","2212","REVESBY","NSW",-33.947286,151.014547,4,14298
"230","2212","REVESBY HEIGHTS","NSW",-33.947286,151.014547,4,14298
"231","2212","REVESBY NORTH","NSW",-33.947286,151.014547,4,14298
"232","2217","KOGARAH BAY","NSW",-33.974354,151.140345,2,23624
"233","2217","RAMSGATE","NSW",-33.974354,151.140345,2,23624
"234","2217","MONTEREY","NSW",-33.974354,151.140345,2,23624
"235","2217","RAMSGATE BEACH","NSW",-33.974354,151.140345,2,23624
"236","2217","BEVERLEY PARK","NSW",-33.974354,151.140345,2,23624
"237","2217","KOGARAH","NSW",-33.974354,151.140345,2,23624
"238","2218","CARLTON","NSW",-33.973161,151.117453,2,15176
"239","2218","ALLAWAH","NSW",-33.973161,151.117453,2,15176
"240","2220","HURSTVILLE","NSW",-33.966692,151.101764,6,28432
"241","2220","HURSTVILLE GROVE","NSW",-33.966692,151.101764,6,28432
"242","2220","HURSTVILLE WESTFIELD","NSW",-33.966692,151.101764,6,28432
"243","2223","MORTDALE","NSW",-33.980264,151.071837,4,19806
"244","2223","OATLEY","NSW",-33.980264,151.071837,4,19806
"245","2226","COMO","NSW",-34.009345,151.063808,4,11874
"246","2226","JANNALI","NSW",-34.009345,151.063808,4,11874
"247","2226","BONNET BAY","NSW",-34.009345,151.063808,4,11874
"248","2228","MIRANDA","NSW",-34.037692,151.101564,2,17601
"249","2228","YOWIE BAY","NSW",-34.037692,151.101564,2,17601
"250","2229","DOLANS BAY","NSW",-34.05494,151.120091,2,27301
"251","2229","LILLI PILLI","NSW",-34.05494,151.120091,2,27301
"252","2229","WARUMBUL","NSW",-34.05494,151.120091,2,27301
"253","2229","PORT HACKING","NSW",-34.05494,151.120091,2,27301
"254","2229","CARINGBAH","NSW",-34.05494,151.120091,2,27301
"255","2229","CARINGBAH SOUTH","NSW",-34.05505669,151.1196698,2,27301
"256","2229","TAREN POINT","NSW",-34.05494,151.120091,2,27301
"257","2233","WORONORA HEIGHTS","NSW",-34.114626,151.027919,2,29306
"258","2233","YARRAWARRAH","NSW",-34.114626,151.027919,2,29306
"259","2233","WATERFALL","NSW",-34.114626,151.027919,2,29306
"260","2233","HEATHCOTE","NSW",-34.114626,151.027919,2,29306
"261","2233","ENGADINE","NSW",-34.114626,151.027919,2,29306
"262","2234","ALFORDS POINT","NSW",-34.021938,151.004412,2,30830
"263","2234","BANGOR","NSW",-34.021938,151.004412,2,30830
"264","2234","BARDEN RIDGE","NSW",-34.021938,151.004412,2,30830
"265","2234","LUCAS HEIGHTS","NSW",-34.021938,151.004412,2,30830
"266","2234","MENAI","NSW",-34.021938,151.004412,2,30830
"267","2234","MENAI CENTRAL","NSW",-34.021938,151.004412,2,30830
"268","2234","ILLAWONG","NSW",-34.021938,151.004412,2,30830
"269","2250","ERINA","NSW",-33.325373,151.189243,5,65633
"270","2250","MOUNT WHITE","NSW",-33.325373,151.189243,5,65633
"271","2250","UPPER MANGROVE","NSW",-33.325373,151.189243,5,65633
"272","2250","TEN MILE HOLLOW","NSW",-33.325373,151.189243,5,65633
"273","2250","WENDOREE PARK","NSW",-33.325373,151.189243,5,65633
"274","2250","POINT CLARE","NSW",-33.325373,151.189243,5,65633
"275","2250","GLENWORTH VALLEY","NSW",-33.325373,151.189243,5,65633
"276","2250","MOUNT ELLIOT","NSW",-33.325373,151.189243,5,65633
"277","2250","CALGA","NSW",-33.325373,151.189243,5,65633
"278","2250","PEATS RIDGE","NSW",-33.325373,151.189243,5,65633
"279","2250","NORTH GOSFORD","NSW",-33.325373,151.189243,5,65633
"280","2250","GREENGROVE","NSW",-33.325373,151.189243,5,65633
"281","2250","LOWER MANGROVE","NSW",-33.325373,151.189243,5,65633
"282","2250","SPRINGFIELD","NSW",-33.325373,151.189243,5,65633
"283","2250","POINT FREDERICK","NSW",-33.325373,151.189243,5,65633
"284","2250","KULNURA","NSW",-33.325373,151.189243,5,65633
"285","2250","TASCOTT","NSW",-33.325373,151.189243,5,65633
"286","2250","CENTRAL MANGROVE","NSW",-33.325373,151.189243,5,65633
"287","2250","DONOVANS FOREST","NSW",-33.325373,151.189243,5,65633
"288","2250","LISAROW","NSW",-33.325373,151.189243,5,65633
"289","2250","KARIONG","NSW",-33.325373,151.189243,5,65633
"290","2250","HOLGATE","NSW",-33.325373,151.189243,5,65633
"291","2250","MANGROVE MOUNTAIN","NSW",-33.325373,151.189243,5,65633
"292","2250","EAST GOSFORD","NSW",-33.325373,151.189243,5,65633
"293","2250","GOSFORD","NSW",-33.325373,151.189243,5,65633
"294","2250","NIAGARA PARK","NSW",-33.325373,151.189243,5,65633
"295","2250","NARARA","NSW",-33.325373,151.189243,5,65633
"296","2250","BUCKETTY","NSW",-33.325373,151.189243,5,65633
"297","2250","WYOMING","NSW",-33.325373,151.189243,5,65633
"298","2250","ERINA FAIR","NSW",-33.325373,151.189243,5,65633
"299","2250","GOSFORD WEST","NSW",-33.325373,151.189243,5,65633
"300","2250","MATCHAM","NSW",-33.325373,151.189243,5,65633
"301","2250","WEST GOSFORD","NSW",-33.4220092,151.3236249,5,65633
"302","2250","MANGROVE CREEK","NSW",-33.325373,151.189243,5,65633
"303","2250","SOMERSBY","NSW",-33.325373,151.189243,5,65633
"304","2250","MOONEY MOONEY CREEK","NSW",-33.325373,151.189243,5,65633
"305","2251","PICKETTS VALLEY","NSW",-33.482209,151.401999,2,31836
"306","2251","AVOCA BEACH","NSW",-33.482209,151.401999,2,31836
"307","2251","GREEN POINT","NSW",-33.482209,151.401999,2,31836
"308","2251","SARATOGA","NSW",-33.482209,151.401999,2,31836
"309","2251","KINCUMBER SOUTH","NSW",-33.482209,151.401999,2,31836
"310","2251","YATTALUNGA","NSW",-33.482209,151.401999,2,31836
"311","2251","KINCUMBER","NSW",-33.482209,151.401999,2,31836
"312","2251","BENSVILLE","NSW",-33.482209,151.401999,2,31836
"313","2251","DAVISTOWN","NSW",-33.482209,151.401999,2,31836
"314","2251","MACMASTERS BEACH","NSW",-33.482209,151.401999,2,31836
"315","2251","COPACABANA","NSW",-33.482209,151.401999,2,31836
"316","2251","BOUDDI","NSW",-33.482209,151.401999,2,31836
"317","2256","BLACKWALL","NSW",-33.482123,151.331154,2,14974
"318","2256","PHEGANS BAY","NSW",-33.482123,151.331154,2,14974
"319","2256","PATONGA","NSW",-33.482123,151.331154,2,14974
"320","2256","KOOLEWONG","NSW",-33.482123,151.331154,2,14974
"321","2256","WOY WOY","NSW",-33.482123,151.331154,2,14974
"322","2256","WOY WOY BAY","NSW",-33.482123,151.331154,2,14974
"323","2256","LITTLE WOBBY","NSW",-33.482123,151.331154,2,14974
"324","2256","WONDABYNE","NSW",-33.482123,151.331154,2,14974
"325","2256","PEARL BEACH","NSW",-33.482123,151.331154,2,14974
"326","2256","HORSFIELD BAY","NSW",-33.482123,151.331154,2,14974
"327","2257","KILLCARE","NSW",-33.520358,151.374403,2,27647
"328","2257","HARDYS BAY","NSW",-33.520358,151.374403,2,27647
"329","2257","ETTALONG BEACH","NSW",-33.520358,151.374403,2,27647
"330","2257","BOOKER BAY","NSW",-33.520358,151.374403,2,27647
"331","2257","EMPIRE BAY","NSW",-33.520358,151.374403,2,27647
"332","2257","KILLCARE HEIGHTS","NSW",-33.520358,151.374403,2,27647
"333","2257","BOX HEAD","NSW",-33.520358,151.374403,2,27647
"334","2257","PRETTY BEACH","NSW",-33.520358,151.374403,2,27647
"335","2257","ST HUBERTS ISLAND","NSW",-33.520358,151.374403,2,27647
"336","2257","WAGSTAFFE","NSW",-33.520358,151.374403,2,27647
"337","2257","UMINA BEACH","NSW",-33.520358,151.374403,2,27647
"338","2257","DALEYS POINT","NSW",-33.520358,151.374403,2,27647
"339","2260","FORRESTERS BEACH","NSW",-33.42537,151.436939,2,21788
"340","2260","WAMBERAL","NSW",-33.42537,151.436939,2,21788
"341","2260","ERINA HEIGHTS","NSW",-33.42537,151.436939,2,21788
"342","2260","NORTH AVOCA","NSW",-33.42537,151.436939,2,21788
"343","2260","TERRIGAL","NSW",-33.42537,151.436939,2,21788
"344","2280","VALENTINE","NSW",-33.019715,151.663175,9,26595
"345","2280","FLORAVILLE","NSW",-33.019715,151.663175,9,26595
"346","2280","BELMONT NORTH","NSW",-33.019715,151.663175,9,26595
"347","2280","CROUDACE BAY","NSW",-33.019715,151.663175,9,26595
"348","2280","MARKS POINT","NSW",-33.019715,151.663175,9,26595
"349","2280","BELMONT SOUTH","NSW",-33.019715,151.663175,9,26595
"350","2280","BELMONT","NSW",-33.019715,151.663175,9,26595
"351","2280","JEWELLS","NSW",-33.019715,151.663175,9,26595
"352","2282","WARNERS BAY","NSW",-32.987279,151.651275,2,14460
"353","2282","LAKELANDS","NSW",-32.987279,151.651275,2,14460
"354","2282","ELEEBANA","NSW",-32.987279,151.651275,2,14460
"355","2283","TORONTO","NSW",-33.019117,151.57181,4,23078
"356","2283","KILABEN BAY","NSW",-33.019117,151.57181,4,23078
"357","2283","AWABA","NSW",-33.019117,151.57181,4,23078
"358","2283","RYHOPE","NSW",-33.019117,151.57181,4,23078
"359","2283","FENNELL BAY","NSW",-33.019117,151.57181,4,23078
"360","2283","ARCADIA VALE","NSW",-33.019117,151.57181,4,23078
"361","2283","COAL POINT","NSW",-33.019117,151.57181,4,23078
"362","2283","BLACKALLS PARK","NSW",-33.019117,151.57181,4,23078
"363","2283","CAREY BAY","NSW",-33.019117,151.57181,4,23078
"364","2283","BUTTABA","NSW",-33.019117,151.57181,4,23078
"365","2283","FASSIFERN","NSW",-33.019117,151.57181,4,23078
"366","2283","RATHMINES","NSW",-33.019117,151.57181,4,23078
"367","2283","BOLTON POINT","NSW",-33.019117,151.57181,4,23078
"368","2283","BALMORAL","NSW",-33.019117,151.57181,4,23078
"369","2283","FISHING POINT","NSW",-33.019117,151.57181,4,23078
"370","2285","GLENDALE","NSW",-32.933305,151.651095,4,27798
"371","2285","MACQUARIE HILLS","NSW",-32.933305,151.651095,4,27798
"372","2285","CARDIFF HEIGHTS","NSW",-32.933305,151.651095,4,27798
"373","2285","CARDIFF SOUTH","NSW",-32.933305,151.651095,4,27798
"374","2285","EDGEWORTH","NSW",-32.933305,151.651095,4,27798
"375","2285","CAMERON PARK","NSW",-32.933305,151.651095,4,27798
"376","2285","CARDIFF","NSW",-32.933305,151.651095,4,27798
"377","2286","HOLMESVILLE","NSW",-32.923321,151.532669,1,3449
"378","2286","SEAHAMPTON","NSW",-32.923321,151.532669,1,3449
"379","2286","WEST WALLSEND","NSW",-32.923321,151.532669,1,3449
"380","2298","GEORGETOWN","NSW",-32.905633,151.722243,2,9443
"381","2298","WARATAH WEST","NSW",-32.905633,151.722243,2,9443
"382","2298","WARATAH","NSW",-32.905633,151.722243,2,9443
"383","2299","JESMOND","NSW",-32.909816,151.704581,2,10692
"384","2299","LAMBTON","NSW",-32.909816,151.704581,2,10692
"385","2299","NORTH LAMBTON","NSW",-32.909816,151.704581,2,10692
"386","2303","HAMILTON DC","NSW",0,0,2,9005
"387","2303","HAMILTON EAST","NSW",-32.924571,151.743325,2,9005
"388","2303","HAMILTON","NSW",-32.924571,151.743325,2,9005
"389","2303","HAMILTON SOUTH","NSW",-32.924571,151.743325,2,9005
"390","2304","KOORAGANG","NSW",-32.880319,151.73862,2,14969
"391","2304","MAYFIELD NORTH","NSW",-32.880319,151.73862,2,14969
"392","2304","SANDGATE","NSW",-32.880319,151.73862,2,14969
"393","2304","WARABROOK","NSW",-32.880319,151.73862,2,14969
"394","2304","MAYFIELD","NSW",-32.880319,151.73862,2,14969
"395","2304","MAYFIELD EAST","NSW",-32.880319,151.73862,2,14969
"396","2304","MAYFIELD WEST","NSW",-32.880319,151.73862,2,14969
"397","2305","KOTARA EAST","NSW",-32.930221,151.706545,2,11941
