"","postcode","locality","state","lat","long","frequency","Population"
"1223","2537","DEUA RIVER VALLEY","NSW",-35.939649,149.912199,4,10908
"1224","2537","MORUYA HEADS","NSW",-35.939649,149.912199,4,10908
"1225","2537","BERGALIA","NSW",-35.939649,149.912199,4,10908
"1226","2537","TUROSS HEAD","NSW",-35.939649,149.912199,4,10908
"1227","2537","MORUYA","NSW",-35.939649,149.912199,4,10908
"1228","2537","MERINGO","NSW",-35.939649,149.912199,4,10908
"1229","2537","BROULEE","NSW",-35.939649,149.912199,4,10908
"1230","2537","MOSSY POINT","NSW",-35.939649,149.912199,4,10908
"1231","2540","HMAS CRESWELL","ACT",-34.863483,150.61644,6,41738
"1232","2540","NUMBAA","NSW",-34.863483,150.61644,6,41738
"1233","2540","TULLARWALLA","NSW",-35.11072266,150.5053351,6,41738
"1234","2540","HUSKISSON","NSW",-34.863483,150.61644,6,41738
"1235","2540","ILLAROO","NSW",-34.85899316,150.4703105,6,41738
"1236","2540","NOWRA NAVAL PO","NSW",-34.863483,150.61644,6,41738
"1237","2540","OLD EROWAL BAY","NSW",-34.863483,150.61644,6,41738
"1238","2540","BEWONG","NSW",-34.863483,150.61644,6,41738
"1239","2540","JERRAWANGALA","NSW",-34.863483,150.61644,6,41738
"1240","2540","BUANGLA","NSW",-34.86717057,150.3963621,6,41738
"1241","2540","NOWRA HILL","NSW",-34.863483,150.61644,6,41738
"1242","2540","FALLS CREEK","NSW",-34.863483,150.61644,6,41738
"1243","2540","COMBERTON","NSW",-34.96839514,150.6485049,6,41738
"1244","2540","WANDANDIAN","NSW",-34.863483,150.61644,6,41738
"1245","2540","MONDAYONG","NSW",-35.1792077,150.5073061,6,41738
"1246","2540","HMAS ALBATROSS","NSW",-34.863483,150.61644,6,41738
"1247","2540","MEROO MEADOW","NSW",-34.863483,150.61644,6,41738
"1248","2540","TWELVE MILE PEG","NSW",-35.15354262,150.3974504,6,41738
"1249","2540","WORROWING HEIGHTS","NSW",-34.863483,150.61644,6,41738
"1250","2540","CULBURRA BEACH","NSW",-34.863483,150.61644,6,41738
"1251","2540","WORRIGEE","NSW",-34.863483,150.61644,6,41738
"1252","2540","GREENWELL POINT","NSW",-34.863483,150.61644,6,41738
"1253","2540","MAYFIELD","NSW",-34.91990655,150.668483,6,41738
"1254","2540","ST GEORGES BASIN","NSW",-34.863483,150.61644,6,41738
"1255","2540","CUDMIRRAH","NSW",-34.863483,150.61644,6,41738
"1256","2540","BOLONG","NSW",-34.863483,150.61644,6,41738
"1257","2540","CURRARONG","NSW",-34.863483,150.61644,6,41738
"1258","2540","ORIENT POINT","NSW",-34.863483,150.61644,6,41738
"1259","2540","BRUNDEE","NSW",-34.863483,150.61644,6,41738
"1260","2540","BURRIER","NSW",-34.863483,150.61644,6,41738
"1261","2540","WATERSLEIGH","NSW",-34.85533633,150.5189336,6,41738
"1262","2540","KINGHORNE","NSW",-34.97970955,150.7700464,6,41738
"1263","2540","WOOLLAMIA","NSW",-34.863483,150.61644,6,41738
"1264","2540","WOLLUMBOOLA","NSW",-34.95901479,150.7274786,6,41738
"1265","2540","SANCTUARY POINT","NSW",-34.863483,150.61644,6,41738
"1266","2540","LONGREACH","NSW",-34.87074481,150.5279461,6,41738
"1267","2540","TALLOWAL","NSW",-34.84196601,150.2276536,6,41738
"1268","2540","MYOLA","NSW",-34.863483,150.61644,6,41738
"1269","2540","BREAM BEACH","NSW",-35.10918801,150.6615698,6,41738
"1270","2540","VINCENTIA","NSW",-34.863483,150.61644,6,41738
"1271","2540","YALWAL","NSW",-34.863483,150.61644,6,41738
"1272","2540","ETTREMA","NSW",-34.89013158,150.29506,6,41738
"1273","2540","BERRARA","NSW",-34.863483,150.61644,6,41738
"1274","2540","MUNDAMIA","NSW",-34.863483,150.61644,6,41738
"1275","2540","BOOLIJAH","NSW",-35.0575182,150.3289641,6,41738
"1276","2540","BROWNS MOUNTAIN","NSW",-34.79341354,150.5311249,6,41738
"1277","2540","COMERONG ISLAND","NSW",-34.863483,150.61644,6,41738
"1278","2540","TAPITALLEE","NSW",-34.863483,150.61644,6,41738
"1279","2540","MOOLLATTOO","NSW",-34.78701418,150.3784308,6,41738
"1280","2540","BARRINGELLA","NSW",-34.863483,150.61644,6,41738
"1281","2540","TERARA","NSW",-34.863483,150.61644,6,41738
"1282","2540","BAMARANG","NSW",-34.863483,150.61644,6,41738
"1283","2540","CAMBEWARRA","NSW",-34.863483,150.61644,6,41738
"1284","2540","YERRIYONG","NSW",-34.863483,150.61644,6,41738
"1285","2540","PYREE","NSW",-34.863483,150.61644,6,41738
"1286","2540","JERVIS BAY","ACT",-34.863483,150.61644,6,41738
"1287","2540","HYAMS BEACH","NSW",-34.863483,150.61644,6,41738
"1288","2540","CAMBEWARRA VILLAGE","NSW",-34.82255635,150.558862,6,41738
"1289","2540","BEECROFT PENINSULA","NSW",-35.05181937,150.8084888,6,41738
"1290","2540","BASIN VIEW","NSW",-34.863483,150.61644,6,41738
"1291","2540","SUSSEX INLET","NSW",-34.863483,150.61644,6,41738
"1292","2540","PARMA","NSW",-34.863483,150.61644,6,41738
"1293","2540","CALLALA BAY","NSW",-34.863483,150.61644,6,41738
"1294","2540","EROWAL BAY","NSW",-34.863483,150.61644,6,41738
"1295","2540","TOMERONG","NSW",-34.863483,150.61644,6,41738
"1296","2540","SWANHAVEN","NSW",-34.863483,150.61644,6,41738
"1297","2540","WRIGHTS BEACH","NSW",-34.863483,150.61644,6,41738
"1298","2540","CALLALA BEACH","NSW",-34.863483,150.61644,6,41738
"1299","2541","NORTH NOWRA","NSW",-34.8580134,150.5744743,4,24143
"1300","2541","NOWRA","NSW",-34.990592,150.450994,4,24143
"1301","2541","SOUTH NOWRA","NSW",-34.90561311,150.5966345,4,24143
"1302","2541","WEST NOWRA","NSW",-34.990592,150.450994,4,24143
"1303","2541","NOWRA NORTH","NSW",-34.990592,150.450994,4,24143
"1304","2541","BANGALEE","NSW",-34.990592,150.450994,4,24143
"1305","2541","NOWRA EAST","NSW",-34.990592,150.450994,4,24143
"1306","2541","BOMADERRY","NSW",-34.990592,150.450994,4,24143
"1307","2541","NOWRA DC","NSW",-34.990592,150.450994,4,24143
"1308","2548","MERIMBULA","NSW",-36.860723,149.894825,4,6875
"1309","2548","BOURNDA","NSW",-36.82464662,149.8894112,4,6875
"1310","2548","YELLOW PINCH","NSW",-36.860723,149.894825,4,6875
"1311","2548","MIRADOR","NSW",-36.87902528,149.9201752,4,6875
"1312","2548","TURA BEACH","NSW",-36.860723,149.894825,4,6875
"1313","2548","BERRAMBOOL","NSW",-36.860723,149.894825,4,6875
"1314","2550","ROCKY HALL","NSW",-36.737758,149.699222,2,15692
"1315","2550","KINGSWOOD","NSW",-36.737758,149.699222,2,15692
"1316","2550","SOUTH WOLUMLA","NSW",-36.737758,149.699222,2,15692
"1317","2550","NUMBUGGA","NSW",-36.737758,149.699222,2,15692
"1318","2550","WANDELLA","NSW",-36.737758,149.699222,2,15692
"1319","2550","STONY CREEK","NSW",-36.62033441,149.8019808,2,15692
"1320","2550","WALLAGOOT","NSW",-36.737758,149.699222,2,15692
"1321","2550","BUNGA","NSW",-36.737758,149.699222,2,15692
"1322","2550","WAPENGO","NSW",-36.737758,149.699222,2,15692
"1323","2550","CHINNOCK","NSW",-36.737758,149.699222,2,15692
"1324","2550","MYRTLE MOUNTAIN","NSW",-36.737758,149.699222,2,15692
"1325","2550","QUAAMA","NSW",-36.737758,149.699222,2,15692
"1326","2550","MOGAREEKA","NSW",-36.737758,149.699222,2,15692
"1327","2550","WYNDHAM","NSW",-36.737758,149.699222,2,15692
"1328","2550","NELSON","NSW",-36.737758,149.699222,2,15692
"1329","2550","MUMBULLA MOUNTAIN","NSW",-36.737758,149.699222,2,15692
"1330","2550","MOGILLA","NSW",-36.737758,149.699222,2,15692
"1331","2550","YOWRIE","NSW",-36.737758,149.699222,2,15692
"1332","2550","KAMERUKA","NSW",-36.737758,149.699222,2,15692
"1333","2550","TOWAMBA","NSW",-36.737758,149.699222,2,15692
"1334","2550","COOLAGOLITE","NSW",-36.737758,149.699222,2,15692
"1335","2550","JELLAT JELLAT","NSW",-36.737758,149.699222,2,15692
"1336","2550","TOOTHDALE","NSW",-36.737758,149.699222,2,15692
"1337","2550","TATHRA","NSW",-36.737758,149.699222,2,15692
"1338","2550","YANKEES CREEK","NSW",-36.737758,149.699222,2,15692
"1339","2550","BLACK RANGE","NSW",-36.737758,149.699222,2,15692
"1340","2550","YAMBULLA","NSW",-36.737758,149.699222,2,15692
"1341","2550","BUCKAJO","NSW",-36.737758,149.699222,2,15692
"1342","2550","TANJA","NSW",-36.737758,149.699222,2,15692
"1343","2550","MURRAH","NSW",-36.737758,149.699222,2,15692
"1344","2550","WOLUMLA","NSW",-36.737758,149.699222,2,15692
"1345","2550","DOCTOR GEORGE MOUNTAIN","NSW",-36.737758,149.699222,2,15692
"1346","2550","TARRAGANDA","NSW",-36.737758,149.699222,2,15692
"1347","2550","DEVILS HOLE","NSW",-36.737758,149.699222,2,15692
"1348","2550","KALARU","NSW",-36.737758,149.699222,2,15692
"1349","2550","BURRAGATE","NSW",-36.737758,149.699222,2,15692
"1350","2550","VERONA","NSW",-36.737758,149.699222,2,15692
"1351","2550","BOURNDA","NSW",-36.737758,149.699222,2,15692
"1352","2550","NEW BUILDINGS","NSW",-36.737758,149.699222,2,15692
"1353","2550","GREENDALE","NSW",-36.58454146,149.8614937,2,15692
"1354","2550","BEGA","NSW",-36.737758,149.699222,2,15692
"1355","2550","PERICOE","NSW",-36.737758,149.699222,2,15692
"1356","2550","BROGO","NSW",-36.737758,149.699222,2,15692
"1357","2550","FROGS HOLLOW","NSW",-36.737758,149.699222,2,15692
"1358","2550","ANGLEDALE","NSW",-36.737758,149.699222,2,15692
"1359","2550","COBARGO","NSW",-36.737758,149.699222,2,15692
"1360","2550","BEMBOKA","NSW",-36.737758,149.699222,2,15692
"1361","2550","CANDELO","NSW",-36.737758,149.699222,2,15692
"1362","2550","REEDY SWAMP","NSW",-36.737758,149.699222,2,15692
"1363","2550","KANOONA","NSW",-36.737758,149.699222,2,15692
"1364","2550","COOPERS GULLY","NSW",-36.737758,149.699222,2,15692
"1365","2550","WOG WOG","NSW",-37.0890854,149.4516547,2,15692
"1366","2550","COOLANGUBRA","NSW",-36.737758,149.699222,2,15692
"1367","2550","TANTAWANGALO","NSW",-36.737758,149.699222,2,15692
"1368","2550","MORANS CROSSING","NSW",-36.737758,149.699222,2,15692
"1369","2558","ESCHOL PARK","NSW",-34.031602,150.799483,2,11121
"1370","2558","KEARNS","NSW",-34.031602,150.799483,2,11121
"1371","2558","EAGLE VALE","NSW",-34.031602,150.799483,2,11121
"1372","2560","MACARTHUR SQUARE","NSW",-34.194216,150.768408,2,72235
"1373","2560","ST HELENS PARK","NSW",-34.194216,150.768408,2,72235
"1374","2560","AIRDS","NSW",-34.194216,150.768408,2,72235
"1375","2560","KENTLYN","NSW",-34.194216,150.768408,2,72235
"1376","2560","GILEAD","NSW",-34.194216,150.768408,2,72235
"1377","2560","APPIN","NSW",-34.194216,150.768408,2,72235
"1378","2560","BRADBURY","NSW",-34.194216,150.768408,2,72235
"1379","2560","AMBARVALE","NSW",-34.194216,150.768408,2,72235
"1380","2560","WEDDERBURN","NSW",-34.194216,150.768408,2,72235
"1381","2560","ROSEMEADOW","NSW",-34.194216,150.768408,2,72235
"1382","2560","BLAIR ATHOL","NSW",-34.194216,150.768408,2,72235
"1383","2560","RUSE","NSW",-34.194216,150.768408,2,72235
"1384","2560","ENGLORIE PARK","NSW",-34.194216,150.768408,2,72235
"1385","2560","LEUMEAH","NSW",-34.194216,150.768408,2,72235
"1386","2560","CATARACT","NSW",-34.29377285,150.8248095,2,72235
"1387","2560","CAMPBELLTOWN NORTH","NSW",-34.194216,150.768408,2,72235
"1388","2560","WOODBINE","NSW",-34.194216,150.768408,2,72235
"1389","2560","CAMPBELLTOWN","NSW",-34.194216,150.768408,2,72235
"1390","2560","GLEN ALPINE","NSW",-34.194216,150.768408,2,72235
"1391","2566","RABY","NSW",-34.027283,150.842258,2,24044
"1392","2566","BOW BOWING","NSW",-34.027283,150.842258,2,24044
"1393","2566","MINTO","NSW",-34.027283,150.842258,2,24044
"1394","2566","VARROVILLE","NSW",-34.027283,150.842258,2,24044
"1395","2566","MINTO DC","NSW",-34.027283,150.842258,2,24044
"1396","2566","ST ANDREWS","NSW",-34.027283,150.842258,2,24044
"1397","2566","MINTO HEIGHTS","NSW",-34.027283,150.842258,2,24044
"1398","2570","WEROMBI","NSW",-34.042913,150.525292,4,28344
"1399","2570","KIRKHAM","NSW",-34.042913,150.525292,4,28344
"1400","2570","NATTAI","NSW",-34.042913,150.525292,4,28344
"1401","2570","COBBITTY","NSW",-34.042913,150.525292,4,28344
"1402","2570","GRASMERE","NSW",-34.042913,150.525292,4,28344
"1403","2570","BELIMBLA PARK","NSW",-34.042913,150.525292,4,28344
"1404","2570","THE OAKS","NSW",-34.042913,150.525292,4,28344
"1405","2570","ORANGEVILLE","NSW",-34.042913,150.525292,4,28344
"1406","2570","SPRING FARM","NSW",-34.042913,150.525292,4,28344
"1407","2570","CAMDEN SOUTH","NSW",-34.042913,150.525292,4,28344
"1408","2570","ELDERSLIE","NSW",-34.042913,150.525292,4,28344
"1409","2570","CAMDEN PARK","NSW",-34.042913,150.525292,4,28344
"1410","2570","ELLIS LANE","NSW",-34.042913,150.525292,4,28344
"1411","2570","ORAN PARK","NSW",-34.042913,150.525292,4,28344
"1412","2570","CAMDEN","NSW",-34.042913,150.525292,4,28344
"1413","2570","MOUNT HUNTER","NSW",-34.042913,150.525292,4,28344
"1414","2570","GLENMORE","NSW",-34.042913,150.525292,4,28344
"1415","2570","CAWDOR","NSW",-34.042913,150.525292,4,28344
"1416","2570","LEFEVRES CORNER","NSW",-34.042913,150.525292,4,28344
"1417","2570","THERESA PARK","NSW",-34.042913,150.525292,4,28344
"1418","2570","BROWNLOW HILL","NSW",-34.042913,150.525292,4,28344
"1419","2570","BICKLEY VALE","NSW",-34.042913,150.525292,4,28344
"1420","2570","OAKDALE","NSW",-34.042913,150.525292,4,28344
"1421","2575","JOADJA","NSW",-34.347195,150.342214,1,14031
"1422","2575","BULLIO","NSW",-34.347195,150.342214,1,14031
"1423","2575","WATTLE RIDGE","NSW",-34.28320094,150.4274089,1,14031
"1424","2575","AYLMERTON","NSW",-34.347195,150.342214,1,14031
"1425","2575","MITTAGONG","NSW",-34.347195,150.342214,1,14031
"1426","2575","HILL TOP","NSW",-34.347195,150.342214,1,14031
"1427","2575","COLO VALE","NSW",-34.347195,150.342214,1,14031
"1428","2575","ALPINE","NSW",-34.347195,150.342214,1,14031
"1429","2575","BALACLAVA","NSW",-34.44150439,150.4826706,1,14031
"1430","2575","BRAEMAR","NSW",-34.347195,150.342214,1,14031
"1431","2575","WELBY","NSW",-34.347195,150.342214,1,14031
"1432","2575","WILLOW VALE","NSW",-34.347195,150.342214,1,14031
"1433","2575","WOODLANDS","NSW",-34.40830246,150.3943541,1,14031
"1434","2575","GOODMANS FORD","NSW",-34.29792221,150.0663753,1,14031
"1435","2575","HIGH RANGE","NSW",-34.347195,150.342214,1,14031
"1436","2575","MOUNT LINDSEY","NSW",-34.45199189,150.5702043,1,14031
"1437","2575","YERRINBOOL","NSW",-34.347195,150.342214,1,14031
"1438","2575","MANDEMAR","NSW",-34.347195,150.342214,1,14031
"1439","2575","RENWICK","NSW",-34.4499186,150.473561,1,14031
"1440","2575","BARRALLIER","NSW",-34.347195,150.342214,1,14031
"1441","2576","GLENQUARRY","NSW",-34.525612,150.503502,2,12709
"1442","2576","BOWRAL","NSW",-34.525612,150.503502,2,12709
"1443","2576","BURRADOO","NSW",-34.525612,150.503502,2,12709
"1444","2576","BONG BONG","NSW",-34.525612,150.503502,2,12709
"1445","2576","EAST BOWRAL","NSW",-34.525612,150.503502,2,12709
"1446","2576","KANGALOON","NSW",-34.525612,150.503502,2,12709
"1447","2576","EAST KANGALOON","NSW",-34.525612,150.503502,2,12709
"1448","2582","BOWNING","NSW",-34.862038,148.796477,4,11512
"1449","2582","YASS","NSW",-34.862038,148.796477,4,11512
"1450","2582","CAVAN","NSW",-34.862038,148.796477,4,11512
"1451","2582","YASS RIVER","NSW",-34.92659793,149.125192,4,11512
"1452","2582","BANGO","NSW",-34.75833012,148.9655031,4,11512
"1453","2582","JERRAWA","NSW",-34.862038,148.796477,4,11512
"1454","2582","KANGIARA","NSW",-34.862038,148.796477,4,11512
"1455","2582","MANTON","NSW",-34.862038,148.796477,4,11512
"1456","2582","WOOLGARLO","NSW",-34.862038,148.796477,4,11512
"1457","2582","BURRINJUCK","NSW",-34.862038,148.796477,4,11512
"1458","2582","BERREMANGRA","NSW",-34.862038,148.796477,4,11512
"1459","2582","TANGMANGAROO","NSW",-34.862038,148.796477,4,11512
"1460","2582","GOOD HOPE","NSW",-34.862038,148.796477,4,11512
"1461","2582","GOONDAH","NSW",-34.862038,148.796477,4,11512
"1462","2582","MURRUMBATEMAN","NSW",-34.862038,148.796477,4,11512
"1463","2582","NANANGROE","NSW",-34.862038,148.796477,4,11512
"1464","2582","DOG TRAP CROSSING","NSW",-34.862038,148.796477,4,11512
"1465","2582","NARRANGULLEN","NSW",-35.02111866,148.7278088,4,11512
"1466","2582","BOAMBOLO","NSW",-34.97705237,148.8909871,4,11512
"1467","2582","NANIMA","NSW",-35.01630563,149.1269791,4,11512
"1468","2582","MULLION","NSW",-35.14360337,148.875057,4,11512
"1469","2582","LAVERSTOCK","NSW",-34.65097695,148.8748232,4,11512
"1470","2582","JEIR","NSW",-35.05637116,148.9725226,4,11512
"1471","2582","BOOKHAM","NSW",-34.862038,148.796477,4,11512
"1472","2582","WEE JASPER","NSW",-34.862038,148.796477,4,11512
"1473","2582","MARCHMONT","NSW",-34.90280517,148.9372408,4,11512
"1474","2594","ASHVILLE","NSW",-34.231083,148.10732,4,11455
"1475","2594","MEMAGONG","NSW",-34.231083,148.10732,4,11455
"1476","2594","BULLA CREEK","NSW",-34.231083,148.10732,4,11455
"1477","2594","TUBBUL","NSW",-34.231083,148.10732,4,11455
"1478","2594","BURRANGONG","NSW",-34.231083,148.10732,4,11455
"1479","2594","KIKIAMAH","NSW",-34.231083,148.10732,4,11455
"1480","2594","MAIMURU","NSW",-34.231083,148.10732,4,11455
"1481","2594","MILVALE","NSW",-34.231083,148.10732,4,11455
"1482","2594","BERTHONG","NSW",-34.231083,148.10732,4,11455
"1483","2594","THUDDUNGRA","NSW",-34.231083,148.10732,4,11455
"1484","2594","BARWANG","NSW",-34.43967074,148.4641719,4,11455
"1485","2594","MONTEAGLE","NSW",-34.231083,148.10732,4,11455
"1486","2594","YANNAWAH","NSW",-34.231083,148.10732,4,11455
"1487","2594","BRIBBAREE","NSW",-34.231083,148.10732,4,11455
"1488","2594","YOUNG","NSW",-34.231083,148.10732,4,11455
"1489","2594","WEEDALLION","NSW",-34.231083,148.10732,4,11455
"1490","2600","BARTON","ACT",-35.302911,149.201072,2,6895
"1491","2600","CAPITAL HILL","ACT",-35.302911,149.201072,2,6895
"1492","2600","RUSSELL","ACT",-35.302911,149.201072,2,6895
"1493","2600","RUSSELL HILL","ACT",-35.302911,149.201072,2,6895
"1494","2600","DEAKIN","ACT",-35.302911,149.201072,2,6895
"1495","2600","PARLIAMENT HOUSE","ACT",-35.302911,149.201072,2,6895
"1496","2600","DEAKIN WEST","ACT",-35.302911,149.201072,2,6895
"1497","2600","DUNTROON","ACT",-35.302911,149.201072,2,6895
"1498","2600","YARRALUMLA","ACT",-35.302911,149.201072,2,6895
"1499","2600","HMAS HARMAN","ACT",-35.302911,149.201072,2,6895
"1500","2600","FAIRBAIRN RAAF","ACT",-35.302911,149.201072,2,6895
"1501","2600","PARKES","ACT",-35.302911,149.201072,2,6895
"1502","2600","CANBERRA","ACT",-35.302911,149.201072,2,6895
"1503","2600","HARMAN","ACT",-35.302911,149.201072,2,6895
"1504","2602","O'CONNOR","ACT",-35.248071,149.148147,8,28574
"1505","2602","AINSLIE","ACT",-35.248071,149.148147,8,28574
"1506","2602","HACKETT","ACT",-35.248071,149.148147,8,28574
"1507","2602","DICKSON","ACT",-35.248071,149.148147,8,28574
"1508","2602","DOWNER","ACT",-35.248071,149.148147,8,28574
"1509","2602","LYNEHAM","ACT",-35.248071,149.148147,8,28574
"1510","2602","WATSON","ACT",-35.248071,149.148147,8,28574
"1511","2604","KINGSTON","ACT",-35.336413,149.147614,6,8648
"1512","2604","NARRABUNDAH","ACT",-35.336413,149.147614,6,8648
"1513","2604","CAUSEWAY","ACT",-35.336413,149.147614,6,8648
"1514","2605","CURTIN","ACT",-35.335821,149.093455,2,11329
"1515","2605","HUGHES","ACT",-35.335821,149.093455,2,11329
"1516","2605","GARRAN","ACT",-35.335821,149.093455,2,11329
"1517","2607","PEARCE","ACT",-35.369991,149.094831,2,13460
"1518","2607","TORRENS","ACT",-35.369991,149.094831,2,13460
"1519","2607","ISAACS","ACT",-35.369991,149.094831,2,13460
"1520","2607","FARRER","ACT",-35.369991,149.094831,2,13460
"1521","2607","MAWSON","ACT",-35.369991,149.094831,2,13460
"1522","2609","CANBERRA AIRPORT","ACT",-35.304469,149.1940419,4,898
"1523","2609","MAJURA","ACT",-35.289681,149.191968,4,898
"1524","2609","CANBERRA INTERNATIONAL AIRPORT","ACT",-35.31537,149.170023,4,898
"1525","2609","SYMONSTON","ACT",-35.31537,149.170023,4,898
"1526","2609","FYSHWICK","ACT",-35.31537,149.170023,4,898
"1527","2609","PIALLIGO","ACT",-35.31537,149.170023,4,898
"1528","2611","STIRLING","ACT",-35.322291,148.784415,3,23239
"1529","2611","URIARRA","NSW",-35.322291,148.784415,3,23239
"1530","2611","PIERCES CREEK","ACT",-35.322291,148.784415,3,23239
"1531","2611","URIARRA FOREST","ACT",-35.322291,148.784415,3,23239
"1532","2611","URIARRA VILLAGE","ACT",-35.29637716,148.9246091,3,23239
"1533","2611","MOUNT STROMLO","ACT",-35.322291,148.784415,3,23239
"1534","2611","WARAMANGA","ACT",-35.322291,148.784415,3,23239
"1535","2611","DENMAN PROSPECT","ACT",-35.29642111,149.0248146,3,23239
"1536","2611","RIVETT","ACT",-35.322291,148.784415,3,23239
"1537","2611","DUFFY","ACT",-35.322291,148.784415,3,23239
"1538","2611","COOMBS","ACT",-35.3167616,149.0424372,3,23239
"1539","2611","HOLDER","ACT",-35.322291,148.784415,3,23239
"1540","2611","BRINDABELLA","NSW",-35.322291,148.784415,3,23239
"1541","2611","WRIGHT","ACT",-35.31927827,149.0335953,3,23239
"1542","2611","BIMBERI","NSW",-35.57315758,148.7089956,3,23239
"1543","2611","WESTON CREEK","ACT",-35.322291,148.784415,3,23239
"1544","2611","FISHER","ACT",-35.322291,148.784415,3,23239
"1545","2611","WESTON","ACT",-35.322291,148.784415,3,23239
"1546","2611","COOLEMAN","NSW",-35.62966271,148.6603843,3,23239
"1547","2611","CHAPMAN","ACT",-35.322291,148.784415,3,23239
"1548","2612","BRADDON","ACT",-35.270615,149.133208,6,14666
"1549","2612","CAMPBELL","ACT",-35.270615,149.133208,6,14666
"1550","2612","TURNER","ACT",-35.270615,149.133208,6,14666
"1551","2612","REID","ACT",-35.270615,149.133208,6,14666
"1552","2614","PAGE","ACT",-35.257315,149.049796,4,19120
"1553","2614","JAMISON CENTRE","ACT",-35.257315,149.049796,4,19120
"1554","2614","SCULLIN","ACT",-35.257315,149.049796,4,19120
"1555","2614","ARANDA","ACT",-35.257315,149.049796,4,19120
"1556","2614","HAWKER","ACT",-35.257315,149.049796,4,19120
"1557","2614","MACQUARIE","ACT",-35.257315,149.049796,4,19120
"1558","2614","COOK","ACT",-35.257315,149.049796,4,19120
"1559","2614","WEETANGERA","ACT",-35.257315,149.049796,4,19120
"1560","2615","KIPPAX","ACT",-35.215386,149.029308,4,43703
"1561","2615","FRASER","ACT",-35.215386,149.029308,4,43703
"1562","2615","MACGREGOR","ACT",-35.215386,149.029308,4,43703
"1563","2615","LATHAM","ACT",-35.215386,149.029308,4,43703
"1564","2615","FLYNN","ACT",-35.215386,149.029308,4,43703
"1565","2615","CHARNWOOD","ACT",-35.215386,149.029308,4,43703
"1566","2615","SPENCE","ACT",-35.215386,149.029308,4,43703
"1567","2615","DUNLOP","ACT",-35.215386,149.029308,4,43703
"1568","2615","STRATHNAIRN","ACT",-35.23269278,148.986288,4,43703
"1569","2615","HIGGINS","ACT",-35.215386,149.029308,4,43703
"1570","2615","HOLT","ACT",-35.215386,149.029308,4,43703
"1571","2615","KIPPAX CENTRE","ACT",-35.215386,149.029308,4,43703
"1572","2615","MACNAMARA","ACT",-35.2190829,148.9770644,4,43703
"1573","2615","MELBA","ACT",-35.215386,149.029308,4,43703
"1574","2615","FLOREY","ACT",-35.215386,149.029308,4,43703
"1575","2617","LAWSON","ACT",-35.231279,149.086682,5,29650
"1576","2617","UNIVERSITY OF CANBERRA","ACT",-35.231279,149.086682,5,29650
"1577","2617","KALEEN","ACT",-35.231279,149.086682,5,29650
"1578","2617","BELCONNEN DC","ACT",-35.231279,149.086682,5,29650
"1579","2617","GIRALANG","ACT",-35.231279,149.086682,5,29650
"1580","2617","BELCONNEN","ACT",-35.231279,149.086682,5,29650
"1581","2617","MCKELLAR","ACT",-35.231279,149.086682,5,29650
"1582","2617","BRUCE","ACT",-35.231279,149.086682,5,29650
"1583","2617","EVATT","ACT",-35.231279,149.086682,5,29650
"1584","2630","ARABLE","NSW",-36.177296,149.129166,4,8330
"1585","2630","BUCKENDERRA","NSW",-36.177296,149.129166,4,8330
"1586","2630","BOBUNDARA","NSW",-36.177296,149.129166,4,8330
"1587","2630","BILLILINGRA","NSW",-36.177296,149.129166,4,8330
"1588","2630","ROSE VALLEY","NSW",-36.177296,149.129166,4,8330
"1589","2630","CARLAMINDA","NSW",-36.177296,149.129166,4,8330
"1590","2630","DRY PLAIN","NSW",-36.177296,149.129166,4,8330
"1591","2630","SHANNONS FLAT","NSW",-36.177296,149.129166,4,8330
"1592","2630","BUNGARBY","NSW",-36.177296,149.129166,4,8330
"1593","2630","IRONMUNGY","NSW",-36.177296,149.129166,4,8330
"1594","2630","COUNTEGANY","NSW",-36.177296,149.129166,4,8330
"1595","2630","TUROSS","NSW",-36.177296,149.129166,4,8330
"1596","2630","GLEN FERGUS","NSW",-36.177296,149.129166,4,8330
"1597","2630","BINJURA","NSW",-36.177296,149.129166,4,8330
"1598","2630","THE BROTHERS","NSW",-36.177296,149.129166,4,8330
"1599","2630","COONERANG","NSW",-36.177296,149.129166,4,8330
"1600","2630","JERANGLE","NSW",-36.177296,149.129166,4,8330
"1601","2630","MYALLA","NSW",-36.177296,149.129166,4,8330
"1602","2630","MURRUMBUCCA","NSW",-36.177296,149.129166,4,8330
"1603","2630","MIDDLE FLAT","NSW",-36.177296,149.129166,4,8330
"1604","2630","MIDDLINGBANK","NSW",-36.177296,149.129166,4,8330
"1605","2630","DANGELONG","NSW",-36.177296,149.129166,4,8330
"1606","2630","POLO FLAT","NSW",-36.177296,149.129166,4,8330
"1607","2630","WAMBROOK","NSW",-36.177296,149.129166,4,8330
"1608","2630","COOMA","NSW",-36.177296,149.129166,4,8330
"1609","2630","FRYING PAN","NSW",-36.177296,149.129166,4,8330
"1610","2630","PEAK VIEW","NSW",-36.177296,149.129166,4,8330
"1611","2630","BOLARO","NSW",-36.177296,149.129166,4,8330
"1612","2630","MAFFRA","NSW",-36.177296,149.129166,4,8330
"1613","2630","BUNYAN","NSW",-36.177296,149.129166,4,8330
"1614","2630","PINE VALLEY","NSW",-36.177296,149.129166,4,8330
"1615","2630","COOLRINGDON","NSW",-36.177296,149.129166,4,8330
