ID,IntDate,Mode,STATE,PCODE,SA2,CED_AEC,CED_ABS,GCCSA,LGA,ID_2016,sampsrc,accesstype,PANEL_FLAG,CITIZEN,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A5,A6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,A9,A10,A11,A12_Order,A12_1,A12_2,A12_3,A12_4,A12_5,A12_8,A12_6,A12_7,A13_Order,A13_1,A13_2,A13_4,A13_5,A13_6,B1,B1_other,B2,B3,B4,B5,B6,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1,B9_1_other,B9_2,B9_2_other,B10,B11_1,B11_2,B12,B13,B13A,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B16,B17,B18_1,B18_2,B18_3,B18_4,B19_1,B19_2,B20_1,B20_2,B21_1,B21_2,C1_1,C1_2,C1_3,C1_4,C1_5,C2_Order,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C3_Order,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C4,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12,C13_Order,C13_1,C13_2,C13_3,C13_4,D1_Order,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D2_Order,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D3_1_Order,D3_1,D3_2_Order,D3_2,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_Order,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D8_9,D8_10,D9_1,D9_2,D10_Order,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D11_Order,D11_1,D11_2,D11_3,D12,D13,D14,E1,E2_Order,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3,E4,E5,E6_Order,E6_1,E6_2,E6_3,E6_4,E6_5,E6_6,E6_7,E6_8,E7,E8_1_Order,E8_1,E8_2_Order,E8_2,E9_Order,E9_1,E9_2,E9_3,F1,F2,F3,F4,F5_Order,F5_1,F5_2,F5_3,F5_4,F5_5,F5_6,F6_Order,F6_1,F6_2,F6_3,F6_4,F7,F8_Order,F8_1,F8_2,F8_3,F8_4,F9,F10_Order,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1,G2,G3,G4,G4_other,G5_Work,G5_A,G5_B,G5_C,G5_Code,G5_D,G5_E,G5_F,G6,H1,H2,AGE,H3_1,H3_2,H3_3,H4,H5_1,H5_2,H6,H6_other,H7,H8,I1,I1_other,I2_Work,I2_A,I2_B,I2_Code_2d,I2_Code_4d,I3,I4,I5,I6,I6_other,J1,J2,J3,J4,J5,J6,J7,J8_1,J8_2,J8_3,J8_4,J8_5,J8_6,J8_7,J8_8,J9,W0,W1,W2,W3,W4,W5,W6,doutcome,devicetype,devicedets,dem_age_ed,dem_age4,dem_age5_16,dem_ed,dem_gen,dem_gen_16,dem_home,dem_location,dem_st6_16,dem_vo4_16,wt_crs_gnaf,wt_lo_aec,wt_lo_enrol,wt_lo_gnaf,wt_pooled,StateMap
219821330,31-MAY-2019,2,1,2317,Nelson Bay Peninsula,249,136,2,16400, ,2,1, ,1,2,4,2,2,2,2,2,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,"_5,_4,_6,_1,_3,_2,_97,_na",0,1,1,0,0,0,0,0,"_2,_1,_3,_97,_na",0,0,0,1,0,2, ,2,2,4,2,4,2,2,8,3,7,2,2, ,2, ,1, , ,2,5,2,2,0,0,0,0,1,0,0,0,4,3,3,6,1,6,2,998,2,998,2,2,6,6,5,4,5,"b,c,f,d,g,h,i,a,e",2,3,2,2,2,3,2,3,3,"b,c,f,d,g,h,i,a,e",2,2,2,2,3,3,2,3,2,2,3,1,2,2,2,2,1,1,1,4,2,2,5,"c,a,b,d",2,4,2,1,"c,g,d,j,a,h,b,i,f,e",2,2,1,1,2,1,2,1,2,2,"c,g,d,j,a,h,b,i,f,e",1,1,1,1,2,1,1,1,2,2,"_3,_7,_4,_10,_1,_8,_2,_9,_6,_5,_na",3,"_7,_4,_10,_1,_8,_2,_9,_6,_5,_na",4,3,4,2,2,3,3,2,2,"c,g,d,j,a,h,b,i,f,e",2,1,2,4,2,3,2,2,2,3,3,3,"e,d,f,a,c,b",2,4,2,2,4,1,"b,a,c",4,5,4,3,999,1,5,"a,g,f,b,e,c,d",999,999,999,999,999,999,999,1,1,999,"g,h,b,e,a,c,f,d",999,999,2,4,999,1,999,999,999,"_3,_1,_2,_4,_na",3,"_3,_1,_2,_4,_na",2,"b,a,c",999,999,999,3,2,999,2,"e,d,f,a,c,b",999,999,999,999,999,999,"c,a,b,d",999,999,2,999,999,"c,a,b,d",999,999,999,999,2,"e,d,f,a,c,b",999,999,999,999,999,999,18,6,2,1, ,1,Teacher,Teaching,Education,2400,4,3,1,1,1,1974,45,1101,1101,1101,2,998,998,7, ,6,2,96,Casual,1,Teacher,Teaching,24,2400,3,2,1,6, ,2,2,2,2,4,999,2,0,0,0,0,0,0,1,0,1,1,2,2,2,1,1,1,1,0,12,2,2, ,1,1, ,2,12, , ,.560766826685836, , , ,.243557659400006,1
219821334,03-AUG-2019,2,2,3156,Ferntree Gully (North),197,201,3,23670, ,2,1, ,1,1,4,2,2,2,2,2,3,2,3,4,4,3,4,1,0,0,0,0,0,0,0, , , , , , , ,2,2,4,"_6,_5,_2,_1,_3,_4,_97,_na",0,0,0,0,0,0,1,0,"_3,_2,_1,_97,_na",0,0,0,1,0,2, ,3,2,5,4,4,3,4,6,3,999,999,2, ,2, ,2, , ,1,2,2,6,0,0,0,0,0,0,1,0,1,2,7,5,1,6,1,999,998,998,998,1,7,3,999,3,999,"c,f,h,d,g,b,i,e,a",2,2,2,2,1,1,1,1,1,"c,f,h,d,g,b,i,e,a",2,3,3,2,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,3,2,999,5,"d,a,b,c",2,2,2,2,"f,g,j,b,e,h,a,i,d,c",1,3,2,1,2,1,3,2,1,1,"f,g,j,b,e,h,a,i,d,c",2,2,998,998,998,1,2,998,998,2,"_6,_7,_10,_2,_5,_8,_1,_9,_4,_3,_na",1,"_6,_7,_10,_2,_5,_8,_9,_4,_3,_na",10,4,4,3,3,4,4,2,2,"f,g,j,b,e,h,a,i,d,c",2,5,2,5,3,1,4,4,3,3,4,2,"f,e,b,a,c,d",1,2,2,2,2,3,"c,b,a",5,3,3,9,4,4,1,"d,g,b,f,e,c,a",3,5,3,1,1,2,1,998,4,1,"d,a,h,c,g,f,e,b",2,1,2,4,1,3,3,1,2,"_4,_1,_2,_3,_na",4,"_4,_1,_2,_3,_na",2,"c,b,a",3,1,1,3,4,1,1,"f,e,b,a,c,d",3,3,1,1,3,1,"d,a,b,c",3,1,3,1,5,"d,a,b,c",5,1,5,1,2,"f,e,b,a,c,d",1,998,998,999,998,998,15,6,2,1, ,1,999,999,999,99999,999,999,999,999,1,1981,38,3104,3104,3104,2,999,998,7, ,6,2,1, ,1,No answer,No answer,999,99999,999,999,999,2, ,2,1,2,3,5,15,2,0,0,0,0,0,0,1,0,1,2,999,2,999,1,2,2,1,1,6,1,1, ,1,1, ,2,21, , ,1.43387417130861, , , ,.934132693731606,2
219821335,21-MAY-2019,2,2,3714,Alexandra,218,222,4,25620, ,2,1, ,1,1,4,3,4,2,3,4,3,4,4,4,4,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,"_4,_5,_1,_3,_6,_2,_97,_na",0,1,0,0,0,1,0,0,"_1,_3,_2,_97,_na",0,0,0,1,0,6, , ,1,1,3,5,1,4,8,4,8,2,96, ,2, ,3,2, ,2,1,5,5,0,1,1,0,0,1,0,0,4,1,0,7,0,5,2,1,2,1,2,1,1,6,0,6,5,"d,a,b,i,g,e,h,f,c",2,4,2,3,2,3,2,4,4,"d,a,b,i,g,e,h,f,c",2,3,2,2,2,3,2,3,3,4,1,1,2,2,2,2,2,1,1,4,1,2,3,"d,b,c,a",4,3,2,1,"b,h,d,e,g,f,i,c,j,a",1,2,1,1,3,2,2,1,3,2,"b,h,d,e,g,f,i,c,j,a",1,1,1,1,3,1,1,1,3,3,"_2,_8,_4,_5,_7,_6,_9,_3,_10,_1,_na",8,"_2,_4,_5,_7,_6,_9,_3,_10,_1,_na",3,3,4,2,3,3,5,2,3,"b,h,d,e,g,f,i,c,j,a",2,2,2,4,2,3,3,2,1,1,97,97,"d,a,f,e,c,b",4,4,2,2,4,2,"a,c,b",5,4,4,2,1,2,5,"c,e,d,f,b,g,a",4,3,4,5,4,4,4,1,1,3,"h,c,f,d,a,b,g,e",5,1,4,3,2,1,2,1,1,"_4,_2,_3,_1,_na",2,"_4,_2,_3,_1,_na",3,"a,c,b",4,4,4,3,1,2,3,"d,a,f,e,c,b",3,3,3,3,3,3,"d,b,c,a",5,5,1,2,2,"d,b,c,a",5,1,5,1,1,"d,a,f,e,c,b",1,2,1,1,1,1,17,7,2,5, ,1,"Grazier, self employed, beef cattle, organic herbs","Beef cattle cow/calf management & sales
Organically certified herbs growing & processing, marketing and sales",Agriculture
Beef
Organically certified herbal teas,1214,1,1,1,2,1,1946,73,1101,1101,1101,2,1,1,7, ,6,2,5, ,1,Primary School teacher,Taught infant school children,24,2412,3,2,2,2, ,1,2,2,2,1,9,1,0,0,0,1,0,0,0,0,1,1,2,2,2,1,1,1,1,0,12,3,4, ,1,1, ,1,22, , ,.371702015199985, , , ,.122550988789505,2
219821339,15-JUL-2019,1,5,6025,Craigie - Beldon,242,510,9,54170, ,2,10, ,1,2,999,2,999,999,2,3,4,4,4,4,4,3,2,1,0,0,0,0,0,0,0, , , , , , , ,2,1,3,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,"_1,_2,_3,_97,_na",0,0,0,1,0,1, ,3,2,4,2,3,2,5,6,4,4,4,1, ,1, ,1, , ,2,1,1,1,0,0,0,0,0,1,0,0,2,2,6,5,5,5,998,998,1,2,1,2,7,5,5,7,5,"a,b,c,d,e,f,g,h,i",2,2,2,2,2,2,2,2,2,"a,b,c,d,e,f,g,h,i",2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,3,3,3,5,"a,b,c,d",3,3,3,3,"a,b,c,d,e,f,g,h,i,j",3,1,1,1,2,1,2,1,1,1,"a,b,c,d,e,f,g,h,i,j",2,3,3,3,2,2,2,3,3,2,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_na",2,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,",999,2,2,2,1,3,3,2,2,"a,b,c,d,e,f,g,h,i,j",1,1,2,1,2,1,1,1,1,2,3,3,"a,b,c,d,e,f",2,2,2,2,2,2,"a,b,c",4,3,3,2,2,3,3,"a,b,c,d,e,f,g",3,3,3,4,3,4,3,2,2,3,"a,b,c,d,e,f,g,h",1,2,2,3,3,1,3,2,2,"_1,_2,_3,_4,_na",2,"_1,_2,_3,_4,_na",1,"a,b,c",5,5,5,2,4,1,2,"a,b,c,d,e,f",999,999,1,999,999,1,"a,b,c,d",2,3,3,2,3,"a,b,c,d",3,2,3,2,1,"a,b,c,d,e,f",1,998,998,998,2,1,15,0,7,5, ,1,FACTORY HAND,ASSEMBLEY,IRWELL TAPS,8322,5,2,2,2,2,1936,83,2100,2100,2100,2,998,998,2, ,6,3, , , , , , , , , , , , ,999,2,2,3,5,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,2,2,2,1, , ,6,4, ,2,2, ,1,50, , ,.576761115392716, , , ,.321667685128311,5
219821340,21-MAY-2019,2,2,3350,Ballarat,198,202,4,20570, ,2,1, ,1,1,1,1,1,3,1,1,2,3,3,4,4,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,"_1,_3,_5,_4,_6,_2,_97,_na",0,1,0,0,1,0,0,0,"_3,_1,_2,_97,_na",0,0,0,1,0,2, ,2,1,2,2,2,1,5,9,4,9,1,2, ,2, ,1, , ,1,1,2,2,1,0,0,0,0,0,0,0,3,1,4,9,2,2,2,1,2,1,2,1,4,7,5,5,4,"i,e,c,h,d,b,a,g,f",3,2,3,3,2,3,3,3,3,"i,e,c,h,d,b,a,g,f",2,3,2,2,2,2,2,3,2,3,2,3,3,2,2,2,1,1,999,3,2,1,4,"a,b,c,d",4,4,3,2,"c,h,f,a,g,b,i,d,e,j",3,2,1,1,3,1,2,1,3,2,"c,h,f,a,g,b,i,d,e,j",1,2,1,1,1,1,1,1,1,1,"_3,_8,_6,_1,_7,_2,_9,_4,_5,_10,_na",8,"_3,_6,_1,_7,_2,_9,_4,_5,_10,_na",3,3,5,999,999,3,5,2,3,"c,h,f,a,g,b,i,d,e,j",2,2,2,2,3,3,3,2,1,2,97,5,"c,b,e,d,a,f",5,5,2,3,4,2,"c,a,b",4,4,4,5,2,1,5,"d,e,b,a,g,f,c",3,3,4,4,3,4,3,1,2,1,"e,b,f,g,c,h,a,d",5,4,3,4,2,1,1,3,2,"_1,_2,_3,_4,_na",4,"_1,_2,_3,_4,_na",1,"c,a,b",3,3,3,3,1,1,2,"c,b,e,d,a,f",3,3,1,3,3,3,"a,b,c,d",4,5,2,3,4,"a,b,c,d",3,3,3,3,2,"c,b,e,d,a,f",1,2,2,1,1,2,17,5,2,5, ,1,Secondary school teacher,"Coordination of English, classroom teacher",Public Education,2414,3,3,1,2,2,1949,70,1101,1101,1101,2,2,2,7, ,5,3, , , , , , , , , , , , ,1,2,2,2,5,12,3,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,6,3,4, ,1,2, ,1,22, , ,.0844462281531365, , , ,.11145875960363,2
219821342,08-JUN-2019,2,3,4217,Surfers Paradise,172,323,6,33430, ,2,1, ,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,0, , , , , , , ,3,1,4,"_6,_2,_1,_3,_5,_4,_97,_na",0,1,0,0,0,0,0,0,"_3,_2,_1,_97,_na",0,0,0,1,0,1, ,1,1,3,999,1,1,10,10,999,10,999,1, ,999, ,2, , ,1,1,3,1,1,0,0,0,0,0,0,0,2,4,10,0,10,0,1,2,1,2,1,2,10,0,10,0,0,"i,d,e,f,a,b,g,c,h",1,1,1,1,1,1,1,2,1,"i,d,e,f,a,b,g,c,h",4,4,3,3,4,4,3,4,3,1,2,2,5,2,2,2,2,2,1,4,1,1,1,"b,c,d,a",4,4,4,4,"j,f,d,i,g,a,e,c,h,b",2,2,2,2,1,2,1,3,3,1,"j,f,d,i,g,a,e,c,h,b",2,2,2,2,2,2,2,2,2,2,"_10,_6,_4,_9,_7,_1,_5,_3,_8,_2,_na",10,"_6,_4,_9,_7,_1,_5,_3,_8,_2,_na",5,3,999,2,1,3,1,2,1,"j,f,d,i,g,a,e,c,h,b",3,3,3,3,3,2,3,3,2,3,999,999,"f,d,e,c,b,a",2,2,4,3,1,3,"c,b,a",4,2,2,5,1,1,1,"b,f,a,g,c,d,e",3,2,3,3,3,3,3,1,3,1,"f,d,h,b,g,a,c,e",2,3,2,3,2,2,2,4,2,"_2,_3,_4,_1,_na",2,"_2,_3,_4,_1,_na",1,"c,b,a",1,4,3,1,2,1,2,"f,d,e,c,b,a",3,3,2,3,2,1,"b,c,d,a",4,4,2,3,3,"b,c,d,a",3,2,3,2,4,"f,d,e,c,b,a",1,1,998,998,2,2,15,999,1,5, ,1,Administration,999,999,5000,5,1,2,2,2,1945,74,2304,3303,3308,2,1,1,2, ,3,4, , , , , , , , , , , , ,1,1,2,3,5,6,1,0,0,0,0,0,0,1,0,1,1,1,2,1,1,2,1,1,2,6,6,4, ,2,2, ,1,32, , ,.285382362868555, , , ,.194373396019099,3
219821344,31-MAY-2019,2,1,2106,Newport - Bilgola,132,126,1,15990, ,2,1, ,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,3,"_5,_1,_3,_6,_2,_4,_97,_na",0,0,0,0,1,0,0,0,"_2,_3,_1,_97,_na",0,0,0,1,0,2, ,2,1,4,2,4,2,5,9,7,10,6,2, ,2, ,2, , ,2,6,2,1,0,0,0,0,0,1,0,0,3,2,7,9,2,7,2,2,2,1,2,2,1,7,3,3,7,"e,b,g,d,c,i,h,f,a",3,4,3,4,3,3,4,4,4,"e,b,g,d,c,i,h,f,a",2,2,3,3,3,3,2,3,3,4,3,3,2,1,2,1,2,1,1,3,2,2,4,"b,d,a,c",2,4,2,2,"d,e,i,a,g,h,j,b,c,f",1,1,1,1,3,1,1,1,1,1,"d,e,i,a,g,h,j,b,c,f",1,1,1,1,3,1,1,1,1,1,"_4,_5,_9,_1,_7,_8,_10,_2,_3,_6,_na",1,"_4,_5,_9,_7,_8,_10,_2,_3,_6,_na",8,5,4,3,2,4,3,2,2,"d,e,i,a,g,h,j,b,c,f",2,2,2,3,3,3,2,2,2,2,3,3,"b,c,a,d,e,f",4,3,3,3,3,2,"b,c,a",4,4,4,4,2,2,5,"c,b,e,d,a,g,f",5,4,5,5,4,5,5,1,1,3,"b,f,c,d,a,h,g,e",5,2,3,3,5,2,1,1,1,"_2,_4,_1,_3,_na",2,"_2,_4,_1,_3,_na",3,"b,c,a",5,5,5,3,2,3,3,"b,c,a,d,e,f",2,2,2,2,2,2,"b,d,a,c",3,4,2,2,2,"b,d,a,c",5,1,5,1,1,"b,c,a,d,e,f",1,998,2,998,2,1,18,3,3,2, ,1,jeweller,Make and repair jewellery,Jewellery manufacuring,3994,5,1,2,2,2,1959,60,1101,1101,1101,2,1,2,7, ,6,1, , , , , , , , , , , , ,5,2,1,2,5,9,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,2,1,1,0,8,2,3, ,1,2, ,3,11, , ,.524425518178537, , , ,.171161691813827,1
219821346,07-JUN-2019,2,2,3300,Hamilton (Vic.),233,237,4,26260, ,2,2, ,1,2,2,2,3,3,2,2,4,3,3,4,4,4,1,1,0,0,0,0,0,0,0, , , , , , , ,1,1,4,"_5,_1,_3,_4,_6,_2,_97,_na",0,1,0,0,0,0,0,0,"_1,_3,_2,_97,_na",0,0,0,1,0,1, ,2,1,1,3,1,2,6,9,1,9,2,1, ,1, ,2, , ,1,1,1,1,0,1,0,0,0,0,0,0,4,999,7,2,7,2,1,998,999,999,1,998,8,1,7,999,1,"d,e,a,c,h,b,i,g,f",2,2,2,2,2,3,2,2,3,"d,e,a,c,h,b,i,g,f",4,4,4,4,4,4,4,4,4,1,2,2,2,1,1,2,2,2,2,2,2,2,2,"c,d,a,b",1,3,1,1,"e,i,a,g,f,j,b,h,c,d",1,2,1,1,1,1,2,1,1,1,"e,i,a,g,f,j,b,h,c,d",2,999,2,999,2,2,999,2,2,2,"_5,_9,_1,_7,_6,_10,_2,_8,_3,_4,_na",1,"_5,_9,_7,_6,_10,_2,_8,_3,_4,_na",9,3,3,2,2,3,3,999,999,"e,i,a,g,f,j,b,h,c,d",1,1,5,1,3,3,1,4,3,4,2,2,"a,d,f,c,b,e",1,1,3,2,2,3,"a,c,b",5,5,5,1,4,4,4,"g,c,e,a,f,b,d",1,5,1,3,1,3,1,1,1,1,"c,d,e,f,g,a,b,h",1,1,1,3,1,1,4,1,2,"_3,_4,_1,_2,_na",2,"_3,_4,_1,_2,_na",3,"a,c,b",4,3,4,3,2,1,1,"a,d,f,c,b,e",1,3,1,1,1,3,"c,d,a,b",2,1,2,2,5,"c,d,a,b",1,3,1,2,1,"a,d,f,c,b,e",1,999,999,999,999,999,18,4,3,1, ,1,Accountant,Finance & Accounting,999,2211,999,999,999,999,999,999,999,99999,99999,99999,999,999,999,999, ,999,999, , ,1,No answer,No answer,999,99999,999,999,999, , ,999,999,999,999,999,999,999,0,0,0,0,0,0,0,1,999,999,999,999,999,999,999,999,0,0,12,3,4, ,1,1, ,1,22, , ,.371702015199985, , , ,.122550988789505,2
219821349,24-MAY-2019,2,4,5116,Gawler - South,325,409,7,42030, ,2,1, ,1,1,999,1,999,999,1,1,999,999,999,999,999,1,1,1,0,0,0,0,0,0,0, , , , , , , ,2,1,3,"_1,_3,_6,_5,_2,_4,_97,_na",0,1,0,0,0,0,0,0,"_2,_3,_1,_97,_na",0,0,0,1,0,1, ,1,1,1,2,1,1,2,2,10,2,10,1, ,1, ,2, , ,1,1,1,1,1,0,0,0,0,0,0,0,3,1,10,5,10,5,1,2,1,2,2,2,10,0,1,4,1,"h,f,g,a,c,d,e,b,i",1,2,2,2,2,2,1,2,2,"h,f,g,a,c,d,e,b,i",3,4,4,4,4,4,2,4,4,3,2,2,4,2,2,2,1,2,2,2,1,1,2,"c,b,d,a",4,5,4,2,"a,h,d,g,b,j,i,f,c,e",2,1,1,2,1,1,1,2,1,2,"a,h,d,g,b,j,i,f,c,e",2,2,2,2,2,2,2,2,2,2,"_1,_8,_4,_7,_2,_10,_9,_6,_3,_5,_na",1,"_8,_4,_7,_2,_10,_9,_6,_3,_5,_na",6,2,2,2,2,2,2,2,2,"a,h,d,g,b,j,i,f,c,e",3,3,3,3,1,3,3,3,2,3,97,97,"e,a,d,f,b,c",3,2,3,3,1,3,"b,c,a",4,4,3,10,3,1,4,"c,b,g,a,f,e,d",3,3,2,3,3,3,3,1,4,1,"g,c,f,a,d,h,b,e",2,4,2,4,1,2,3,5,2,"_3,_2,_4,_1,_na",1,"_3,_2,_4,_1,_na",3,"b,c,a",1,3,3,2,4,1,1,"e,a,d,f,b,c",3,3,2,3,3,3,"c,b,d,a",2,4,2,2,4,"c,b,d,a",1,2,3,2,3,"e,a,d,f,b,c",1,1,1,1,2,1,16,4,6,5, ,1,manager,manager to electrical department in large construction company,construction demolition site remediation
asbestos removal concrete crushing plant
waste material sorting electrical,1000,1,2,1,999,1,1949,70,2100,2100,2100,2,998,998,1, ,6,2,5, ,1,real estate,computer work and speaking to cliants,61,6121,2,1,2,1, ,1,2,1,3,5,9,1,0,0,0,1,0,0,0,0,1,1,2,2,2,1,2,1,1,0,12,6,4, ,2,1, ,1,40, , ,.750119584441065, , , ,.348326315153991,4
219821350,24-MAY-2019,2,5,6722,South Hedland,312,506,10,57280, ,2,1, ,1,2,4,3,2,2,2,1,1,4,1,4,4,3,3,1,0,0,0,0,0,0,0, , , , , , , ,4,1,4,"_1,_3,_4,_6,_5,_2,_97,_na",1,0,1,0,0,0,0,0,"_1,_2,_3,_97,_na",1,1,0,0,0,11, ,1,1,1,2,3,3,1,5,5,9,9,11, ,11, ,3,1,1,2,1,5,5,1,0,0,0,0,0,0,0,5,4,3,0,0,0,2,2,1,2,2,2,3,0,3,3,0,"g,f,a,i,h,e,d,c,b",2,3,2,3,2,3,2,4,3,"g,f,a,i,h,e,d,c,b",2,4,4,4,3,4,3,3,4,3,4,1,1,1,1,2,1,1,1,5,3,5,2,"a,d,b,c",2,2,3,1,"g,j,h,f,e,a,c,d,b,i",2,1,2,2,2,2,1,3,2,1,"g,j,h,f,e,a,c,d,b,i",2,2,2,3,2,3,2,3,3,3,"_7,_10,_8,_6,_5,_1,_3,_4,_2,_9,_na",10,"_7,_8,_6,_5,_1,_3,_4,_2,_9,_na",7,3,4,2,2,3,3,2,2,"g,j,h,f,e,a,c,d,b,i",2,3,4,2,1,4,2,2,4,4,2,2,"a,c,d,f,e,b",2,1,1,5,1,5,"a,b,c",3,3,3,10,4,3,2,"b,d,a,c,g,e,f",2,2,2,4,3,2,3,1,4,4,"e,h,d,c,g,b,a,f",2,2,2,5,2,1,5,2,3,"_1,_4,_2,_3,_na",1,"_1,_4,_2,_3,_na",4,"a,b,c",2,2,2,2,3,2,2,"a,c,d,f,e,b",3,3,3,3,2,2,"a,d,b,c",2,3,2,2,4,"a,d,b,c",2,4,3,2,3,"a,c,d,f,e,b",1,998,1,998,2,1,17,2,6,1, ,1,Owner operator of a small business engaged in Cleaning and Maintenance Services,"Cleaning Domestic and Commercial, 
Maintenance Services
Business Administration",Cleaning and Maintenance services,1400,1,1,1,2,2,1977,42,1101,1101,1101,2,998,998,7, ,6,2,1, ,1,Business Owner operator,"Maintenance Tasks, External works, Administration",10,1000,1,1,2,6, ,3,2,2,3,2,15,3,0,0,0,0,0,0,1,0,1,1,2,2,2,1,2,1,1,0,12,4,1, ,2,2, ,3,50, , ,2.6329518377591, , , ,4.06304862812199,5
219821356,22-AUG-2019,1,1,2037,Glebe - Forest Lodge,149,142,1,17200, ,2,10, ,1,1,1,2,2,4,1,2,4,4,4,4,4,4,999,1,0,0,0,0,0,0,0, , , , , , , ,2,1,3,"_1,_2,_3,_4,_5,_6,_97,_na",0,1,0,0,0,0,0,0,"_1,_2,_3,_97,_na",0,0,0,1,0,2, ,2,1,2,2,5,2,1,9,4,10,1,2, ,2, ,2, , ,2,5,2,2,0,0,0,0,1,0,0,0,4,3,0,6,0,6,2,2,2,2,2,1,0,0,0,4,6,"a,b,c,d,e,f,g,h,i",3,4,2,3,1,4,3,4,4,"a,b,c,d,e,f,g,h,i",2,3,3,3,3,3,3,4,3,3,3,1,1,2,2,2,2,2,2,4,1,2,3,"a,b,c,d",1,1,1,1,"a,b,c,d,e,f,g,h,i,j",3,2,1,1,3,1,2,1,3,2,"a,b,c,d,e,f,g,h,i,j",1,1,1,1,1,1,998,1,998,1,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_na",3,"_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,",6,3,4,2,3,3,5,2,3,"a,b,c,d,e,f,g,h,i,j",1,1,2,4,2,5,4,2,1,2,3,5,"a,b,c,d,e,f",3,5,2,1,4,1,"a,b,c",5,4,4,2,4,3,5,"a,b,c,d,e,f,g",4,3,5,5,3,5,5,1,1,3,"a,b,c,d,e,f,g,h",5,1,4,2,5,1,2,1,1,"_1,_2,_3,_4,_na",2,"_1,_2,_3,_4,_na",3,"a,b,c",4,4,5,3,3,4,4,"a,b,c,d,e,f",3,3,3,3,3,3,"a,b,c,d",3,3,1,4,3,"a,b,c,d",5,2,4,2,2,"a,b,c,d,e,f",1,998,2,1,2,1,17,4,2,1, ,1,"C'WEALTH PUBLIC SERVANT EL2 GRADE, DEPT HOME AFFAIRS","STAKEHOLDER ENGAGEMENT, GENERAL MANAGEMENT",PUBLIC SERVICE,1000,2,3,1,2,2,1961,58,1101,1101,1101,2,998,1,7, ,6,4, , , , , , , , , , , , ,3,1,2,2,5,17,1,0,0,0,0,0,0,1,0,1,1,1,2,1,1,2,999,0, , ,2,3, ,1,2, ,3,11, , ,.221513088842941, , , ,.171161691813827,1
